ID,fipsstat,state,year,vio,prop,murder,rape,assault,rob,auto,burg,larc,rpcpi,rpcim,rpcui,area,density,shalll,aftr,yr70,yr71,yr72,yr73,yr74,yr75,yr76,yr77,yr78,yr79,yr80,yr81,yr82,yr83,yr84,yr85,yr86,yr87,yr88,yr89,yr90,yr91,yr92,yr93,yr94,yr95,yr96,yr97,yr98,yr99,yr00,yr01,yr02,yr03,yr04,yr05,yr06,yr07,AK,AL,AZ,AR,CA,CO,CT,DE,FL,GA,DC,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,trnd,trndAK,trndAL,trndAZ,trndAR,trndCA,trndCO,trndCT,trndDC,trndDE,trndFL,trndGA,trndHI,trndIA,trndID,trndIL,trndIN,trndKS,trndKY,trndLA,trndMA,trndMD,trndME,trndMI,trndMN,trndMO,trndMS,trndMT,trndNC,trndND,trndNE,trndNH,trndNJ,trndNM,trndNV,trndNY,trndOH,trndOK,trndOR,trndPA,trndRI,trndSC,trndSD,trndTN,trndTX,trndUT,trndVA,trndVT,trndWA,trndWI,trndWV,trndWY,incarc_rate,unemp,stnumber,pop_b,ppb,prison_pop,prison_rate,prison_1,rpcrpo,crack,povrate,police,policerate,lpolicerate,ppx1019,ppx2029,ppx3039,ppx4049,ppx5064,ppx65o,vioarr,proparr,aovio,aopro,murarr,raparr,robarr,agaarr,burarr,lararr,autarr,aomur,aorap,aorob,aoaga,aobur,aolar,aoaut,popwm1019,popwm2029,popwm3039,popwm4049,popwm5064,popwm65o,popwf1019,popwf2029,popwf3039,popwf4049,popwf5064,popwf65o,popbm1019,popbm2029,popbm3039,popbm4049,popbm5064,popbm65o,popbf1019,popbf2029,popbf3039,popbf4049,popbf5064,popbf65o,popnm1019,popnm2029,popnm3039,popnm4049,popnm5064,popnm65o,popnf1019,popnf2029,popnf3039,popnf4049,popnf5064,popnf65o,popstate,ppwm1019,ppbm1019,ppnm1019,ppwf1019,ppbf1019,ppnf1019,ppwm2029,ppbm2029,ppnm2029,ppwf2029,ppbf2029,ppnf2029,ppwm3039,ppbm3039,ppnm3039,ppwf3039,ppbf3039,ppnf3039,ppwm4049,ppbm4049,ppnm4049,ppwf4049,ppbf4049,ppnf4049,ppwm5064,ppbm5064,ppnm5064,ppwf5064,ppbf5064,ppnf5064,ppwm65o,ppbm65o,ppnm65o,ppwf65o,ppbf65o,ppnf65o,lmur_1,lrap_1,laga_1,lrob_1,laut_1,lbur_1,llar_1,ratmur,ratrap,rataga,ratrob,rataut,ratbur,ratlar,lmur,lrap,laga,lrob,laut,lbur,llar,lnlpolicerate,lincarc_rate,lrpcim,lrpcui,lrpcrpo,lrpcpi,laovio,laopro,ratrap2,lrap2,ratvio,ratpro,lvio,lpro,mur_1,rap_1,aga_1,rob_1,aut_1,bur_1,lar_1,g_assault,ratgaga,lgaga,domvio
383,13,Georgia,1972,17823,126222,871,984,9628,6340,14477,51056,60689,1147.640991,15.68984985,2.852699995,58073,82.76860046,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.1000061,NA,11,1248531,0.201828003,NA,NA,NA,84.72518921,NA,NA,9252,192.4844971,NA,0.202811092,0.16920431,0.117479101,0.108464301,0.135126293,0.082253098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343121,309273,217144,201570,239749,116338,327850,306186,219458,208558,264672,184126,150298,90385,56836,48311,63535,36789,151410,104075,68848,61472,80607,57545,1124,1798,1035,607,442,236,1033,1584,1357,829,496,326,4806621,0.0713851,0.031268999,0.0002338,0.068208002,0.031500299,0.0002149,0.064343102,0.018804301,0.0003741,0.063700899,0.0216524,0.0003295,0.045175999,0.0118245,0.0002153,0.0456574,0.0143236,0.0002823,0.041935898,0.0100509,0.0001263,0.0433897,0.012789,0.0001725,0.049878899,0.0132182,9.20000020414591e-05,0.055064,0.01677,0.0001032,0.024203699,0.0076538,4.90999991598073e-05,0.038306698,0.011972,6.77999996696599e-05,2.76116991,3.059534073,5.28458786,4.636168003,5.700154781,6.947422981,7.201417923,18.12083817,20.4717617,200.3070374,131.9013977,301.1887207,1062.201538,1262.612549,2.89706254,3.019046545,5.299851418,4.882054806,5.707736969,6.968099117,7.140938282,NA,4.984291553,2.677343607,0.972595453,4.439413071,7.045464039,NA,NA,20.4717617,3.019046545,370.8010254,2626.002686,5.915665627,7.87321806,15.81834698,21.31761169,197.2728271,103.1483612,298.9136658,1040.465088,1341.332153,NA,NA,NA,0
384,13,Georgia,1973,19738,144437,834,1236,10103,7565,17153,60726,66558,1347.930054,17.14616966,2.406480074,58073,84.48762512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.3000031,NA,11,1273021,0.203011304,NA,NA,NA,103.4785995,NA,NA,8027,163.6009674,192.4844971,0.202828795,0.170276597,0.120988697,0.107196905,0.135286108,0.083441496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350257,313588,229203,203603,245567,120012,334433,313746,231542,209942,271589,191259,153503,94534,58962,48796,63870,37940,154403,109799,71137,61906,81636,59578,1345,1926,1206,730,516,248,1228,1861,1575,979,596,365,4906450,0.071387097,0.031286001,0.0002741,0.068161897,0.031469401,0.0002503,0.063913397,0.0192673,0.0003925,0.063945599,0.022378501,0.0003793,0.0467146,0.0120172,0.0002458,0.0471914,0.0144987,0.000321,0.041497,0.0099453,0.0001488,0.042789001,0.0126173,0.0001995,0.0500498,0.0130176,0.0001052,0.0553535,0.016638501,0.0001215,0.024460001,0.0077327,5.04999989061616e-05,0.038981099,0.0121428,7.43999989936128e-05,2.897063017,3.019047022,5.299850941,4.882054806,5.707736969,6.968099117,7.140937805,16.99803352,25.19132996,205.9126282,154.1847992,349.6010437,1237.67688,1356.540894,2.833097696,3.226499796,5.327451706,5.038151741,5.85679245,7.12099123,7.212693214,5.260015488,5.160778046,2.713061571,0.749451876,4.639364719,7.206325531,NA,NA,25.19132996,3.226499796,402.2867737,2943.818848,5.997165203,7.987462997,18.12083817,20.4717617,200.3070374,131.9013977,301.1887207,1062.201538,1262.612549,NA,NA,NA,0
385,13,Georgia,1974,21587,169417,868,1323,10779,8617,16945,71394,81078,1610.427002,25.88898087,6.30629015,58073,86.0032196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.3000031,NA,11,1290457,0.2037137,NA,NA,NA,134.4235992,NA,NA,8691,174.0126343,163.6009979,0.2020614,0.173556805,0.123652503,0.105769202,0.134732097,0.085324101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356038,324306,239024,204909,249963,124450,338969,323363,241350,210365,276714,199625,155455,99296,60883,48946,63310,39348,155735,115581,73118,62052,81672,62045,1576,2127,1389,873,565,259,1416,2150,1814,1116,691,421,4994465,0.0712865,0.031125501,0.0003155,0.067868903,0.031181499,0.0002835,0.064933099,0.0198812,0.0004259,0.064744301,0.023141799,0.0004305,0.047857799,0.0121901,0.0002781,0.048323501,0.0146398,0.0003632,0.041027199,0.0098,0.0001748,0.0421196,0.0124242,0.0002234,0.050048001,0.012676,0.0001131,0.055404101,0.016352501,0.0001384,0.024917601,0.0078783,5.18999986525159e-05,0.039969198,0.0124228,8.4300001617521e-05,2.833097935,3.226500034,5.327452183,5.038152218,5.856791973,7.12099123,7.212693214,17.37923813,26.48932457,215.8189087,172.5309906,339.2755737,1429.462402,1623.357056,2.855276346,3.276741743,5.374439716,5.150577068,5.826812744,7.265053749,7.392251492,5.097430706,5.155024052,3.026719093,1.614449263,4.900996208,7.384254456,NA,NA,26.48932457,3.276741743,432.2184753,3392.094971,6.068931103,8.129202843,16.99803352,25.19132996,205.9126282,154.1847992,349.6010437,1237.67688,1356.540894,NA,NA,NA,0
386,13,Georgia,1975,22608,205266,711,1251,12442,8204,16637,77867,110762,1854.198975,33.79769897,26.24715042,58073,87.09897614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.3999939,NA,11,1314667,0.206120104,NA,NA,NA,176.1795044,NA,NA,9139,180.6805267,174.0126038,0.200333297,0.177105203,0.125792205,0.104393795,0.133985907,0.087272905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356051,332419,245759,204774,252136,128534,338411,331036,247855,209426,279593,207605,157901,104990,63261,49213,62846,40404,157509,122533,75759,62351,81675,64133,1815,2344,1579,997,642,294,1618,2494,2056,1273,822,465,5058099,0.070392303,0.031217501,0.0003588,0.066904798,0.03114,0.0003199,0.065720104,0.0207568,0.0004634,0.065446697,0.024225101,0.0004931,0.048587199,0.0125069,0.0003122,0.049001601,0.0149778,0.0004065,0.040484399,0.0097295,0.0001971,0.041404098,0.012327,0.0002517,0.049848001,0.0124248,0.0001269,0.055276301,0.016147399,0.0001625,0.0254115,0.007988,5.80999985686503e-05,0.041044101,0.0126793,9.19000012800097e-05,2.855276108,3.276741982,5.374440193,5.150577068,5.826813221,7.265054226,7.392251015,14.05666447,24.73261261,245.9817352,162.1953278,328.9180298,1539.451904,2189.794922,2.643096685,3.20812273,5.50525713,5.088801384,5.795808792,7.3391819,7.691563129,5.159127712,5.254365444,3.213305235,2.960469723,5.171503544,7.525207996,NA,NA,24.73261261,3.20812273,446.9663391,4058.165039,6.102483273,8.308485985,17.37923813,26.48932457,215.8189087,172.5309906,339.2755737,1429.462402,1623.357056,NA,NA,NA,0
387,13,Georgia,1976,21030,218002,692,1240,12022,7076,15888,71984,130130,2158.481934,37.56851959,20.49192047,58073,88.26363373,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,8.100000381,11,1336549,0.207949907,NA,NA,NA,204.5397034,NA,NA,9034,176.2479248,180.6804962,0.19787021,0.181693405,0.127631992,0.103417598,0.133951008,0.088751495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356379,344992,252219,205828,255772,132944,337163,339768,253889,209851,284125,214009,158875,111988,65650,49396,62822,41486,157987,129079,78294,62447,82246,65626,2029,2624,1812,1139,710,313,1797,2861,2344,1430,922,538,5125734,0.069527403,0.0309956,0.0003958,0.065778501,0.030822299,0.0003506,0.0673059,0.0218482,0.0005119,0.066286698,0.0251825,0.0005582,0.049206398,0.0128079,0.0003535,0.049532201,0.0152747,0.0004573,0.040155798,0.0096369,0.0002222,0.040940698,0.012183,0.000279,0.0498996,0.0122562,0.0001385,0.055431101,0.016045701,0.0001799,0.0259366,0.0080937,6.10999995842576e-05,0.041751899,0.0128032,0.000105,2.643096924,3.208122969,5.50525713,5.088800907,5.795808792,7.3391819,7.691563129,13.50050545,24.19165802,234.5420227,138.0485229,309.9653625,1404.364746,2538.758301,2.602727175,3.186007977,5.457634926,4.927605152,5.736460686,7.247340202,7.839430332,5.196730137,5.318120003,3.265130281,2.658994436,5.320762157,7.677160263,NA,NA,24.19165802,3.186007977,410.2827148,4253.088379,6.016846657,8.355401039,14.05666447,24.73261261,245.9817352,162.1953278,328.9180298,1539.451904,2189.794922,NA,NA,NA,0
388,13,Georgia,1977,22203,192795,593,1570,12946,7094,15036,68205,109554,2505.761963,37.58037186,14.14315033,58073,89.73715973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,6.900000095,11,1365559,0.209645599,12012,230.4988403,NA,233.5639954,-0.272168189,17.29999924,11830,227.0064392,176.2478943,0.193856806,0.181321606,0.134198204,0.102788799,0.133645698,0.090559602,NA,NA,48.34999847,16.20000076,NA,NA,NA,NA,NA,NA,NA,111.1900024,45.41999817,31.82999992,55.40999985,13.93999958,17.84000015,14.53999996,354320,345919,270045,207871,259840,137837,334950,340468,271545,211550,288915,222159,158670,117487,69882,50119,62948,42717,158124,134994,83088,63244,82968,68286,2210,2847,2081,1290,773,329,1973,3207,2707,1590,1025,606,5211306,0.067990601,0.030447301,0.0004241,0.0642737,0.030342501,0.0003786,0.066378601,0.0225446,0.0005463,0.065332599,0.0259041,0.0006154,0.051819101,0.0134097,0.0003993,0.052106898,0.015943799,0.0005194,0.039888501,0.0096174,0.0002475,0.040594399,0.0121359,0.0003051,0.049860802,0.0120791,0.0001483,0.055440001,0.015920799,0.0001967,0.0264496,0.008197,6.31000002613291e-05,0.042630199,0.0131034,0.0001163,2.602726936,3.186007977,5.457634926,4.927605152,5.736461163,7.247340202,7.839429855,11.37910557,30.12680435,248.4214172,136.1271057,288.5265198,1308.789063,2102.237061,2.431778908,3.405415297,5.515126705,4.913589001,5.664786816,7.176857471,7.650757313,5.171891689,5.416100502,3.202609777,2.225358486,5.453455925,7.826348305,NA,NA,30.12680435,3.405415297,426.0544434,3699.55249,6.054567337,8.215967178,13.50050545,24.19165802,234.5420227,138.0485229,309.9653625,1404.364746,2538.758301,NA,NA,NA,0
389,13,Georgia,1978,24545,218028,731,1928,13432,8454,18126,75022,124880,3006.167969,39.35567856,10.81200027,58073,91.01799774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,5.699999809,11,1393075,0.211369202,11317,214.1064758,230.4987946,276.7872009,-0.272168189,16.95000076,9292,175.7954712,227.0063934,0.189803302,0.181836605,0.139000699,0.1023959,0.133243397,0.0924026,NA,NA,50.11999893,15.78999996,NA,NA,NA,NA,NA,NA,NA,95.01000214,43.04000092,31.85000038,60.50999832,14.05000019,17,14.67000008,351378,347740,282729,209706,263248,142766,330791,343659,284408,213290,292744,230301,158645,122604,74152,50839,62889,43787,157806,140452,87926,64170,83405,70557,2454,3083,2384,1450,852,342,2167,3593,3116,1778,1145,658,5285688,0.066477202,0.0300141,0.0004643,0.062582403,0.0298553,0.00041,0.065788999,0.0231955,0.0005833,0.065016903,0.026572101,0.0006798,0.053489499,0.0140288,0.000451,0.053807199,0.016634701,0.0005895,0.039674301,0.0096182,0.0002743,0.0403524,0.0121403,0.0003364,0.049803901,0.011898,0.0001612,0.055384301,0.0157794,0.0002166,0.027009901,0.0082841,6.46999978926033e-05,0.043570701,0.0133487,0.0001245,2.431778908,3.405415058,5.515127182,4.913589001,5.664786816,7.176856995,7.650756836,13.8297987,36.47585678,254.1201782,159.94133,342.9260254,1419.342163,2362.606445,2.626825571,3.5966506,5.537807465,5.074807167,5.837514877,7.257948875,7.767520905,5.424978256,5.411645889,3.180869818,1.888886213,5.623249054,8.008421898,48.34999847,16.20000076,36.47585678,3.5966506,464.3671875,4124.874512,6.140675545,8.324790955,11.37910557,30.12680435,248.4214172,136.1271057,288.5265198,1308.789063,2102.237061,NA,NA,NA,0
390,13,Georgia,1979,28594,248641,877,2216,14562,10939,21304,81579,145758,3604.249023,50.82371902,12.70592976,58073,92.8289032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,5.199999809,11,1432067,0.213501096,12106,224.565567,214.1065063,334.1188965,-0.272168189,16.60000038,10200,189.2093811,175.7955017,0.185930699,0.182184696,0.143701196,0.1023743,0.132924303,0.093780704,NA,NA,45.83000183,15.10000038,NA,NA,NA,NA,NA,NA,NA,73.54000092,38.34000015,26.79000092,59.97999954,13.10000038,16.39999962,13.84000015,350322,351390,296467,213618,267973,148139,328771,348104,298283,216962,298015,238660,159606,128736,79542,52069,63575,44955,158602,146592,94087,65637,84807,72745,2679,3323,2727,1635,939,357,2345,3986,3566,1964,1267,702,5390853,0.0649845,0.029606801,0.000497,0.060986798,0.029420599,0.000435,0.065182596,0.0238805,0.0006164,0.064573102,0.027192701,0.0007394,0.054994401,0.014755,0.0005059,0.055331301,0.017453101,0.0006615,0.039625999,0.0096588,0.0003033,0.0402463,0.0121756,0.0003643,0.049708799,0.0117931,0.0001742,0.055281602,0.015731599,0.000235,0.027479701,0.0083391,6.62000020383857e-05,0.044271301,0.0134942,0.0001302,2.626826048,3.596651077,5.537806988,5.074807167,5.837514877,7.257948875,7.767520905,16.2682972,41.10666656,270.1242371,202.9178009,395.1879272,1513.285522,2703.802246,2.789218187,3.716170311,5.598882198,5.312800884,5.979361534,7.322038174,7.902414322,5.169321537,5.375278473,3.352141619,1.965847254,5.811496735,8.189868927,50.11999893,15.78999996,41.10666656,3.716170311,530.4169922,4612.275879,6.273663521,8.436476707,13.8297987,36.47585678,254.1201782,159.94133,342.9260254,1419.342163,2362.606445,NA,NA,NA,0
391,13,Georgia,1980,29993,272652,743,2391,16189,10670,20115,91773,160764,4384.967773,69.78452301,24.99744034,58056,94.46787262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,6.199999809,11,1472001,0.216008708,12178,222.0468903,224.5655975,422.8734131,-0.272168189,13.89999962,10589,193.0739594,189.2093964,0.182412103,0.182900503,0.148273394,0.102174103,0.132329702,0.094843499,NA,NA,54.24000168,20.81999969,NA,NA,NA,NA,NA,NA,NA,231.4700012,58.90000153,38.38000107,130.6900024,26.04000092,20.04999924,3.380000114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5484427,0.063598797,0.029211801,0.0005421,0.059611,0.028978201,0.0004702,0.064773798,0.0245311,0.0006692,0.064277798,0.027840501,0.0008081,0.056083899,0.015827199,0.0005837,0.056501299,0.0185259,0.0007514,0.039419401,0.0098041,0.0003366,0.040018801,0.0121995,0.0003957,0.049570899,0.0116616,0.0001893,0.0550544,0.0155993,0.0002542,0.027893299,0.0083021,6.8599998485297e-05,0.0449159,0.0135274,0.0001362,2.789217949,3.716170073,5.598882198,5.312800884,5.979362011,7.322038174,7.902413845,13.54745007,43.59616852,295.1812439,194.5508575,366.7657471,1673.338013,2931.281494,2.606198311,3.774969339,5.687589645,5.270693779,5.904723167,7.422575951,7.983194828,5.242854118,5.411645889,3.567850113,2.541211367,6.047072887,8.385937691,45.83000183,15.10000038,43.59616852,3.774969339,546.8757324,4971.385254,6.30422163,8.511453629,16.2682972,41.10666656,270.1242371,202.9178009,395.1879272,1513.285522,2703.802246,5497,100.229248,4.607460022,0
392,13,Georgia,1981,30527,282926,960,2362,16267,10938,18635,93121,171170,5336.785156,83.94560242,22.12080002,58056,95.91296387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,6.5,11,1502631,0.218367293,12444,223.4784088,222.0469055,526.928772,-0.120189697,16.29999924,11012,197.7615204,193.0740051,0.179111794,0.183951497,0.152668804,0.103146799,0.131354496,0.095724702,NA,NA,48.40000153,15.34000015,NA,NA,NA,NA,NA,NA,NA,92.30999756,42.02999878,28.95000076,60.59000015,13.68000031,16.45000076,13.55000019,2987028,3475455,3247594,2361745,2569157,1589790,2796610,3369396,3243824,2384144,2793312,2533501,1426097,1331924,1028463,610540,597581,423543,1411957,1503828,1220637,739842,790635,720116,49950,59015,56196,34417,20406,6514,45178,60058,66685,38046,25057,10650,5568323,0.062022299,0.028973199,0.00064,0.058187898,0.0287227,0.0005657,0.065027997,0.024768,0.0007661,0.064336799,0.0281602,0.0008924,0.0572307,0.0166352,0.000688,0.057659,0.019584499,0.0008714,0.039562199,0.0101041,0.000403,0.040121399,0.0124937,0.0004624,0.049249701,0.0115942,0.0002308,0.054504398,0.0154732,0.0003022,0.028223,0.0082653,7.80999980634078e-05,0.0454164,0.013593,0.0001489,2.606198072,3.774969101,5.687590122,5.270693779,5.904723167,7.422575951,7.983194828,17.24037933,42.41851807,292.1346436,196.4325714,334.6608887,1672.334717,3073.995605,2.847254276,3.747585058,5.677214622,5.280319214,5.813117981,7.421976089,8.030733109,5.263073444,5.389071941,3.667222738,2.333571911,6.267065525,8.582378387,54.24000168,20.81999969,42.41851807,3.747585058,548.2260742,5080.991211,6.306687832,8.533261299,13.54745007,43.59616852,295.1812439,194.5508575,366.7657471,1673.338013,2931.281494,5264,94.53474426,4.548967361,0
393,13,Georgia,1982,26963,267097,713,2242,15292,8716,17579,84469,165049,6021.116211,88.58984375,35.91479874,58056,97.31593323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,7.699999809,11,1530129,0.219751298,14405,254.9659576,223.4783936,594.9885254,-0.144667998,19.60000038,13523,239.3547058,197.7615051,0.174830496,0.185096309,0.156443208,0.1046919,0.130154192,0.0968282,NA,NA,56.27999878,16.82999992,NA,NA,NA,NA,NA,NA,NA,103.7600021,41.06999969,35.22000122,68.76999664,14.84000015,18.25,13.13000011,2987028,3475455,3247594,2361745,2569157,1589790,2796610,3369396,3243824,2384144,2793312,2533501,1426097,1331924,1028463,610540,597581,423543,1411957,1503828,1220637,739842,790635,720116,49950,59015,56196,34417,20406,6514,45178,60058,66685,38046,25057,10650,5649774,0.060218301,0.0285029,0.0007246,0.056492198,0.0282475,0.000645,0.065490402,0.025103301,0.0008563,0.064299203,0.028391,0.0009561,0.058417,0.0172674,0.0007797,0.058603901,0.0204081,0.0009671,0.040042099,0.0103889,0.0004588,0.040527601,0.0127593,0.0005152,0.048872199,0.0114983,0.0002644,0.053858299,0.0153173,0.0003437,0.028641,0.0082191,8.89000002644025e-05,0.046068899,0.0136482,0.0001621,2.847254038,3.747585058,5.677215099,5.280319214,5.813117981,7.421976089,8.030733109,12.61997414,39.68300247,270.6656799,154.2716522,311.1452026,1495.086304,2921.338135,2.535280704,3.680922985,5.600884438,5.038714886,5.740259647,7.309939384,7.979796886,5.287061691,5.393627644,3.667222738,2.764354944,6.388542175,8.703027725,48.40000153,15.34000015,39.68300247,3.680922985,477.2403259,4727.569824,6.168020248,8.461166382,17.24037933,42.41851807,292.1346436,196.4325714,334.6608887,1672.334717,3073.995605,4368,77.31282806,4.347859859,0
